,hk
br17,39
gr21,2707
gr24,1272
fri26,937
st70,
lin105,
u159,
si175,
kroA200,
,lkh
br17,39
gr21,2707
gr24,1272
fri26,943
st70,703
lin105,15509
u159,45206
si175,21919
kroA200,31017
,thk
br17,39
gr21,2707
gr24,1272
fri26,937
st70,
lin105,
u159,
si175,
kroA200,
,gen
br17,41
gr21,3649
gr24,1528
fri26,1180
st70,908
lin105,20419
u159,54046
si175,22804
kroA200,40778
